transaction_id,user_id,transaction_amount,transaction_type,timestamp,account_balance,device_type,location,merchant_category,ip_address_flag,previous_fraudulent_activity,daily_transaction_count,avg_transaction_amount_7d,failed_transaction_count_7d,card_type,card_age,transaction_distance,authentication_method,risk_score,is_weekend,fraud_label
TXN_42691,USER_7471,146.36,ATM Withdrawal,2023-12-12 23:44:00,99359.59,Mobile,Yokohama,Restaurants,0,0,6,359.39,3,Amex,146,2663.83,Biometric,0.6129,0,0
TXN_13623,USER_1098,143.11,POS,2023-08-04 17:33:00,31454.86,Tablet,San Francisco,Travel,0,1,1,191.31,4,Amex,175,4838.21,PIN,0.7841,1,1
TXN_7871,USER_5018,13.34,POS,2023-08-17 08:25:00,5865.77,Tablet,Perth,Travel,0,0,7,468.21,1,Amex,94,4663.92,PIN,0.2765,1,0
TXN_48698,USER_1873,34.1,ATM Withdrawal,2023-05-01 07:49:00,94614.32,Tablet,Adelaide,Groceries,0,0,1,154.22,3,Amex,139,4780.51,Biometric,0.933,1,1
TXN_41306,USER_4182,144.11,POS,2023-06-30 16:06:00,4442.82,Tablet,Mumbai,Groceries,0,0,5,349.14,2,Amex,209,1358.5,Biometric,0.9015,1,1
TXN_9278,USER_7351,88.53,POS,2023-09-23 23:38:00,18207.58,Laptop,Mumbai,Groceries,0,0,13,27.49,2,Amex,166,1225.18,OTP,0.5698,1,0
TXN_40486,USER_1257,68.43,Online,2023-10-20 19:53:00,25121.39,Laptop,Manchester,Groceries,0,0,12,160.78,3,Mastercard,115,742.97,OTP,0.4159,1,0
TXN_37938,USER_6984,79.82,ATM Withdrawal,2023-10-30 16:34:00,19770.74,Laptop,Yokohama,Groceries,0,0,4,309.62,3,Visa,199,2128.14,OTP,0.4369,0,0
TXN_12053,USER_6747,190.34,Online,2023-06-29 17:57:00,77323.92,Tablet,Brisbane,Clothing,0,0,7,435.48,3,Visa,158,4209.8,Password,0.6682,0,0
TXN_23684,USER_3086,73.28,ATM Withdrawal,2023-02-07 07:24:00,78745.38,Mobile,Mumbai,Electronics,0,0,11,294.98,4,Discover,39,521.89,Password,0.7946,1,1
TXN_32830,USER_9704,168.01,Bank Transfer,2023-04-01 03:46:00,49173.09,Mobile,Manchester,Clothing,0,0,1,358.91,3,Amex,66,3265.14,Password,0.9511,0,1
TXN_4875,USER_7671,141.88,POS,2023-01-28 15:31:00,1526.79,Laptop,London,Clothing,0,0,6,292.2,0,Discover,218,3935.82,Biometric,0.421,0,0
TXN_15068,USER_9016,23.73,Online,2023-02-02 02:33:00,73987.24,Mobile,Houston,Electronics,0,0,13,470.13,1,Mastercard,220,4721.75,Password,0.4951,0,0
TXN_32353,USER_3250,138.41,Bank Transfer,2023-03-27 14:49:00,89379.21,Tablet,Bangalore,Restaurants,0,0,7,70.56,2,Visa,160,1799.51,Password,0.0807,1,0
TXN_2670,USER_6619,64.23,Online,2023-04-09 09:16:00,78012.73,Mobile,Yokohama,Travel,0,0,6,43.41,2,Visa,168,3378.33,OTP,0.4627,1,0
TXN_23760,USER_4480,64.71,ATM Withdrawal,2023-03-05 06:47:00,64313.05,Mobile,Sydney,Travel,0,0,13,373.64,3,Discover,73,851.22,Biometric,0.93,0,1
TXN_29685,USER_7442,49.91,Bank Transfer,2023-12-04 06:06:00,46993.32,Laptop,Hyderabad,Clothing,0,0,8,193.1,1,Visa,160,1200.16,Password,0.0423,0,0
TXN_10683,USER_3057,419.46,Online,2023-09-06 15:56:00,78111.45,Tablet,Mumbai,Electronics,0,0,11,144.93,4,Amex,138,2062.53,Biometric,0.4314,1,1
TXN_21528,USER_5596,95.54,POS,2023-07-03 04:33:00,37508.22,Mobile,New York,Travel,0,0,8,52.99,2,Discover,239,3195.14,Password,0.5135,0,0
TXN_22267,USER_8553,5.13,ATM Withdrawal,2023-07-21 21:09:00,1717.39,Tablet,Sydney,Groceries,0,0,3,280.34,0,Amex,14,1215.68,Biometric,0.4446,1,0
TXN_44188,USER_1231,70.01,ATM Withdrawal,2023-02-03 01:54:00,50662.22,Mobile,Perth,Electronics,0,1,5,492.78,0,Mastercard,16,4697.69,OTP,0.8934,0,1
TXN_27390,USER_1544,172.35,Online,2023-11-02 13:59:00,80491.26,Laptop,Mumbai,Clothing,0,0,4,29.93,0,Visa,32,3310.6,Password,0.1666,0,0
TXN_14291,USER_2828,8.5,Online,2023-04-18 15:13:00,10316.41,Tablet,Yokohama,Electronics,0,0,11,431.01,0,Amex,41,3267.85,OTP,0.5798,1,0
TXN_27584,USER_2248,3.94,ATM Withdrawal,2023-08-20 21:51:00,49104.87,Laptop,Sydney,Groceries,0,0,1,341.43,3,Mastercard,45,350.12,OTP,0.627,0,0
TXN_47786,USER_9095,72.38,POS,2023-04-11 23:49:00,25285.24,Mobile,Bangalore,Groceries,0,0,5,359.06,0,Mastercard,92,208.81,Biometric,0.2494,0,0
TXN_39007,USER_9938,2.34,POS,2023-04-24 20:26:00,62081.98,Tablet,London,Clothing,0,0,9,406.85,1,Discover,29,1753.73,Biometric,0.6544,0,0
TXN_34269,USER_2942,17.48,Online,2023-07-08 18:24:00,58618.29,Laptop,Sydney,Travel,0,0,5,202.13,1,Amex,144,534.64,Password,0.2851,1,0
TXN_29005,USER_9574,26.22,POS,2023-03-23 16:00:00,5269.69,Laptop,Hyderabad,Groceries,0,0,14,422.01,3,Visa,128,2221.9,Biometric,0.4799,1,0
TXN_45469,USER_6725,84.25,POS,2023-02-07 08:40:00,39244.41,Tablet,Mumbai,Clothing,0,0,6,251.8,4,Visa,196,1231.47,Password,0.655,0,1
TXN_5734,USER_8082,36.12,ATM Withdrawal,2023-02-16 15:33:00,35303.05,Mobile,Houston,Restaurants,0,0,14,469.33,2,Visa,220,2224.62,OTP,0.6489,0,0
TXN_39011,USER_9341,94.78,ATM Withdrawal,2023-12-01 13:11:00,26137.14,Mobile,Mumbai,Electronics,0,0,4,71.41,3,Discover,36,1231.58,Biometric,0.2976,0,0
TXN_7059,USER_7777,121.12,POS,2023-10-02 12:15:00,87671.49,Tablet,Chennai,Clothing,0,0,2,301.14,0,Mastercard,57,195.95,Password,0.8886,1,1
TXN_40461,USER_4268,155.87,ATM Withdrawal,2023-07-18 06:05:00,24661.83,Mobile,Los Angeles,Electronics,0,0,11,71.09,1,Mastercard,185,4976.24,PIN,0.9051,0,1
TXN_14233,USER_2542,137.17,Online,2023-11-13 20:37:00,42881.38,Laptop,Sydney,Clothing,0,1,6,130.66,2,Discover,88,331.49,Biometric,0.6003,0,0
TXN_23897,USER_1530,20.01,ATM Withdrawal,2023-01-30 19:27:00,30529.85,Mobile,Osaka,Groceries,0,1,9,482.92,2,Mastercard,204,4518.75,Password,0.7079,1,0
TXN_2136,USER_6997,189.88,ATM Withdrawal,2023-06-28 06:35:00,63748.09,Mobile,Sydney,Electronics,0,0,9,101.06,2,Amex,102,1854.34,PIN,0.553,0,0
TXN_21977,USER_4207,246.68,POS,2023-04-10 22:24:00,73403.92,Tablet,Brisbane,Travel,0,0,13,180.68,0,Mastercard,133,4828.37,Biometric,0.302,1,0
TXN_40110,USER_4973,58.41,Bank Transfer,2023-06-04 11:02:00,23428.19,Laptop,Tokyo,Groceries,0,0,13,466.06,4,Visa,94,4461.87,OTP,0.8705,0,1
TXN_23764,USER_3446,90.02,ATM Withdrawal,2023-10-29 22:56:00,30105.2,Mobile,Sydney,Clothing,0,0,12,398.5,3,Visa,134,572.17,OTP,0.7809,0,0
TXN_37189,USER_1455,4.43,Bank Transfer,2023-04-01 08:34:00,18905.83,Laptop,Houston,Restaurants,0,0,9,292.94,3,Mastercard,18,2594.13,Password,0.4432,1,0
TXN_16955,USER_6609,51.94,Online,2023-05-09 05:54:00,22058.32,Mobile,Mumbai,Restaurants,0,1,12,227.07,3,Visa,199,4067.43,Password,0.4415,1,0
TXN_47929,USER_4811,236.3,ATM Withdrawal,2023-03-26 18:49:00,35249.12,Laptop,London,Restaurants,0,0,6,267.4,0,Amex,9,711.77,Password,0.4678,0,0
TXN_10783,USER_6492,5.73,Online,2023-07-19 17:04:00,91276.8,Tablet,London,Groceries,0,0,6,257.27,4,Amex,1,2201.19,PIN,0.2738,1,1
TXN_31436,USER_4439,16.12,Bank Transfer,2023-10-19 01:28:00,71740.96,Tablet,New York,Restaurants,0,0,4,352.42,1,Discover,194,4431.75,OTP,0.2405,1,0
TXN_8889,USER_2110,55.03,POS,2023-05-17 12:19:00,13868.2,Tablet,Kyoto,Groceries,0,0,5,320.18,3,Mastercard,99,4974.87,PIN,0.7002,0,0
TXN_46770,USER_2789,3.38,POS,2023-03-13 23:32:00,36586.36,Laptop,Sydney,Travel,0,1,14,440.54,0,Amex,148,3066.72,PIN,0.1481,0,0
TXN_12610,USER_5766,73.29,Online,2023-08-09 22:18:00,2879.63,Mobile,Mumbai,Clothing,0,0,9,55.68,4,Visa,86,644.76,PIN,0.9598,1,1
TXN_27795,USER_9643,121.49,Bank Transfer,2023-01-25 11:48:00,13208.55,Laptop,Birmingham,Restaurants,0,0,3,178.91,3,Amex,126,625.88,Biometric,0.5857,1,0
TXN_22218,USER_4266,1.19,Bank Transfer,2023-08-11 07:19:00,58745.66,Laptop,Mumbai,Electronics,0,0,2,340.96,2,Amex,126,1410.33,Password,0.0817,0,0
TXN_28589,USER_9600,46.29,ATM Withdrawal,2023-03-11 07:35:00,46953.56,Laptop,Tokyo,Electronics,0,0,10,91.42,4,Amex,220,4829.46,Password,0.7753,0,1
TXN_42250,USER_7252,357.41,Online,2023-11-06 10:13:00,65914.93,Laptop,Chennai,Travel,0,0,4,168.88,0,Discover,169,3241.98,PIN,0.1003,1,0
TXN_37349,USER_8083,23.45,Online,2023-05-31 01:37:00,83277.42,Mobile,Osaka,Clothing,0,0,10,77.7,2,Amex,87,1834.93,Biometric,0.9935,1,1
TXN_49968,USER_5653,8.35,Online,2023-07-26 03:54:00,52926.51,Laptop,Sapporo,Restaurants,0,0,13,48.86,3,Amex,204,897.09,Biometric,0.2745,0,0
TXN_12308,USER_1020,2.17,Bank Transfer,2023-02-07 22:38:00,34410.94,Mobile,Hyderabad,Restaurants,0,1,7,342.0,1,Mastercard,162,756.21,Password,0.696,0,0
TXN_21120,USER_2289,70.38,Online,2023-03-13 11:05:00,30324.05,Mobile,London,Groceries,0,0,3,17.38,3,Visa,225,961.48,Biometric,0.0303,0,0
TXN_34228,USER_6562,57.88,Bank Transfer,2023-04-01 13:15:00,81402.72,Tablet,Leeds,Clothing,1,0,13,432.6,2,Discover,185,13.41,Password,0.4741,0,0
TXN_20494,USER_8538,132.82,POS,2023-12-18 15:11:00,42945.79,Tablet,London,Groceries,0,0,3,321.91,2,Mastercard,108,4843.33,OTP,0.3548,1,0
TXN_47449,USER_2245,108.78,ATM Withdrawal,2023-07-26 20:00:00,46928.36,Tablet,Brisbane,Travel,0,0,11,272.41,0,Visa,67,2056.04,Password,0.3183,0,0
TXN_28426,USER_2434,0.36,Online,2023-01-19 14:37:00,13352.44,Mobile,Chennai,Travel,0,0,12,239.9,4,Amex,35,2073.42,OTP,0.0866,0,1
TXN_37683,USER_1742,6.0,ATM Withdrawal,2023-10-04 07:02:00,76840.2,Mobile,Adelaide,Electronics,0,0,12,446.98,4,Mastercard,57,137.55,OTP,0.2539,0,1
TXN_15867,USER_2348,33.03,Online,2023-06-06 21:10:00,39964.5,Laptop,Sydney,Restaurants,0,0,3,308.73,4,Discover,99,1877.35,PIN,0.6401,0,1
TXN_18446,USER_2674,5.72,ATM Withdrawal,2023-12-29 15:00:00,64710.21,Tablet,Los Angeles,Travel,0,0,3,263.58,4,Visa,155,4094.84,OTP,0.1905,1,1
TXN_42238,USER_5928,49.04,Bank Transfer,2023-05-07 12:47:00,12127.75,Tablet,Tokyo,Travel,0,0,10,53.22,1,Amex,28,3768.3,PIN,0.4543,1,0
TXN_13772,USER_9849,38.93,Bank Transfer,2023-07-28 19:39:00,12605.1,Laptop,Osaka,Groceries,1,0,6,218.41,4,Visa,10,1545.76,Password,0.2486,0,1
TXN_35251,USER_6561,157.08,POS,2023-03-31 19:36:00,69666.14,Tablet,Tokyo,Clothing,0,1,5,22.11,2,Visa,226,3021.09,OTP,0.7406,0,0
TXN_34242,USER_4942,84.77,ATM Withdrawal,2023-03-09 07:52:00,90175.49,Mobile,Houston,Restaurants,0,0,12,354.09,4,Amex,31,4076.39,Biometric,0.2545,0,1
TXN_49099,USER_7014,0.86,ATM Withdrawal,2023-11-03 06:27:00,76308.77,Tablet,Tokyo,Travel,1,0,7,293.21,3,Amex,90,3215.84,Password,0.9568,1,1
TXN_28181,USER_7918,57.86,Bank Transfer,2023-05-18 20:50:00,34793.16,Mobile,Brisbane,Travel,0,0,2,128.5,2,Mastercard,154,4321.23,PIN,0.5728,0,0
TXN_42504,USER_8586,27.3,Bank Transfer,2023-06-04 17:50:00,95030.56,Mobile,Yokohama,Restaurants,0,0,9,375.71,3,Mastercard,205,1171.87,PIN,0.3932,0,0
TXN_19494,USER_3336,29.65,Bank Transfer,2023-02-03 23:20:00,45922.48,Tablet,Tokyo,Electronics,0,1,14,132.1,0,Visa,185,1527.21,Password,0.8729,0,1
TXN_13343,USER_4083,29.08,ATM Withdrawal,2023-05-10 07:36:00,38303.82,Laptop,Sapporo,Travel,0,0,8,36.05,0,Visa,71,3911.39,PIN,0.8138,0,0
TXN_48814,USER_5095,277.19,Online,2023-04-18 10:09:00,23361.11,Laptop,London,Electronics,0,0,4,280.5,0,Amex,146,384.49,PIN,0.0104,0,0
TXN_48989,USER_4166,110.15,POS,2023-03-06 11:29:00,14158.45,Mobile,London,Groceries,0,0,3,213.23,2,Mastercard,135,1124.59,PIN,0.4977,0,0
TXN_5847,USER_1261,8.13,ATM Withdrawal,2023-08-01 09:09:00,52796.79,Tablet,Tokyo,Clothing,0,1,6,55.49,1,Visa,227,3495.31,PIN,0.0802,1,0
TXN_10027,USER_4338,21.08,ATM Withdrawal,2023-11-10 07:21:00,48918.18,Laptop,Tokyo,Travel,0,0,12,97.88,1,Discover,75,431.68,Password,0.9781,0,1
TXN_43423,USER_6261,153.41,ATM Withdrawal,2023-03-17 17:27:00,32675.75,Tablet,Tokyo,Groceries,0,0,14,32.75,1,Mastercard,97,2029.7,PIN,0.6069,0,0
TXN_9949,USER_1703,5.02,Bank Transfer,2023-09-23 06:06:00,64693.01,Tablet,Mumbai,Electronics,0,0,10,174.75,1,Discover,217,4974.67,OTP,0.5647,1,0
TXN_19419,USER_3939,28.27,Bank Transfer,2023-03-22 20:37:00,5249.22,Tablet,Houston,Clothing,0,0,1,448.92,1,Visa,64,3686.41,Biometric,0.9729,0,1
TXN_32227,USER_2596,134.04,POS,2023-12-30 22:49:00,72075.23,Tablet,Sydney,Electronics,0,0,5,481.79,3,Amex,25,1127.95,PIN,0.0607,0,0
TXN_1441,USER_5197,358.01,Online,2023-01-19 06:53:00,78310.09,Mobile,Delhi,Groceries,0,0,1,488.7,0,Amex,28,1988.02,PIN,0.4701,0,0
TXN_40588,USER_2127,62.58,ATM Withdrawal,2023-06-26 10:32:00,885.74,Laptop,New York,Restaurants,0,0,1,367.25,4,Amex,221,4746.02,PIN,0.3461,1,1
TXN_12580,USER_1386,19.44,Bank Transfer,2023-02-08 21:54:00,62023.88,Mobile,Birmingham,Clothing,0,0,4,360.5,2,Mastercard,105,66.72,PIN,0.3038,1,0
TXN_7834,USER_3801,236.25,Bank Transfer,2023-01-07 13:06:00,54776.84,Tablet,New York,Groceries,0,0,10,436.28,3,Discover,136,2218.02,OTP,0.6548,0,0
TXN_10789,USER_2565,87.6,Bank Transfer,2023-05-03 20:30:00,36440.24,Laptop,Delhi,Electronics,0,0,10,131.45,0,Mastercard,131,2037.16,Password,0.637,0,0
TXN_1833,USER_8574,2.64,Online,2023-03-22 06:51:00,25480.53,Tablet,Houston,Groceries,0,0,14,389.14,4,Visa,44,701.84,PIN,0.6943,0,1
TXN_36533,USER_7251,134.99,ATM Withdrawal,2023-06-06 04:00:00,59560.61,Tablet,New York,Electronics,0,0,9,81.5,3,Amex,200,1063.14,Password,0.1359,0,0
TXN_25896,USER_6399,56.87,ATM Withdrawal,2023-05-06 00:14:00,80128.82,Laptop,Leeds,Groceries,1,0,6,44.73,1,Visa,140,1971.05,Password,0.0372,0,0
TXN_4971,USER_6051,101.09,Online,2023-12-28 05:01:00,60336.9,Laptop,San Francisco,Groceries,0,0,3,87.28,0,Visa,99,4910.49,OTP,0.8509,1,1
TXN_26166,USER_5747,238.75,Bank Transfer,2023-04-01 10:50:00,19615.53,Laptop,Los Angeles,Travel,0,0,12,428.87,2,Discover,119,2020.91,PIN,0.9208,1,1
TXN_16945,USER_9933,41.58,ATM Withdrawal,2023-02-06 18:58:00,26118.75,Laptop,Perth,Travel,0,1,5,126.66,2,Mastercard,73,1187.5,Biometric,0.8186,0,0
TXN_3018,USER_8006,176.71,POS,2023-10-23 09:59:00,79517.58,Mobile,Perth,Electronics,0,0,7,391.9,4,Visa,111,4785.3,Biometric,0.6152,0,1
TXN_47715,USER_3127,54.82,Bank Transfer,2023-07-20 09:49:00,99311.8,Laptop,London,Clothing,0,0,13,327.79,0,Amex,133,4481.57,Password,0.8196,0,0
TXN_32911,USER_9197,5.49,Online,2023-02-14 14:12:00,15657.87,Mobile,San Francisco,Travel,0,0,10,111.08,2,Mastercard,208,625.61,OTP,0.0068,0,0
TXN_1104,USER_9340,49.27,Bank Transfer,2023-08-05 04:44:00,27014.95,Tablet,New York,Clothing,0,0,11,336.95,1,Discover,143,3090.07,OTP,0.5549,0,0
TXN_47059,USER_9477,27.7,ATM Withdrawal,2023-04-12 22:52:00,22324.53,Laptop,Sydney,Travel,0,0,5,453.31,1,Mastercard,75,3650.13,OTP,0.8673,0,1
TXN_7254,USER_4768,138.51,POS,2023-10-30 04:41:00,29078.74,Tablet,Bangalore,Electronics,0,0,14,36.54,3,Discover,29,3006.74,PIN,0.7714,0,0
TXN_20675,USER_8319,38.28,ATM Withdrawal,2023-12-31 00:09:00,35914.64,Tablet,New York,Restaurants,0,0,13,490.91,2,Discover,10,269.63,PIN,0.0356,0,0
TXN_24982,USER_9694,130.1,Bank Transfer,2023-01-13 04:37:00,70969.94,Mobile,Manchester,Electronics,0,0,14,385.73,3,Amex,224,802.46,PIN,0.9198,0,1
TXN_49976,USER_9608,18.69,Online,2023-12-11 12:09:00,7759.8,Laptop,Leeds,Electronics,0,0,11,260.4,0,Amex,22,3174.5,PIN,0.7917,0,0
TXN_20210,USER_4595,13.07,ATM Withdrawal,2023-05-15 10:39:00,72227.21,Laptop,Sydney,Clothing,0,0,12,384.41,0,Amex,30,82.83,Password,0.5546,0,0
TXN_6436,USER_5376,61.76,Online,2023-03-02 13:17:00,61993.53,Tablet,Melbourne,Clothing,0,0,1,104.43,4,Discover,38,4379.94,Password,0.4197,0,1
TXN_4777,USER_3170,4.68,Online,2023-12-28 19:33:00,13665.64,Mobile,Sydney,Electronics,0,0,14,478.99,0,Discover,137,4848.64,OTP,0.5966,0,0
TXN_45424,USER_7964,72.6,Online,2023-01-11 05:45:00,49805.42,Mobile,Manchester,Clothing,0,0,11,359.42,3,Visa,5,1500.73,PIN,0.5319,1,0
TXN_28211,USER_3054,59.61,POS,2023-04-23 21:49:00,71355.07,Tablet,Adelaide,Restaurants,0,0,8,33.82,1,Visa,199,2873.2,PIN,0.7327,0,0
TXN_6876,USER_6578,20.09,Bank Transfer,2023-10-24 17:39:00,63217.37,Laptop,Osaka,Restaurants,0,0,4,220.15,2,Visa,46,23.8,OTP,0.6679,1,0
TXN_30534,USER_3052,98.88,Online,2023-11-06 00:48:00,39507.11,Tablet,Mumbai,Travel,0,0,3,231.02,4,Mastercard,144,3681.27,OTP,0.3084,0,1
TXN_37559,USER_1614,94.55,ATM Withdrawal,2023-10-24 12:52:00,69419.65,Mobile,Bangalore,Groceries,0,0,1,305.94,4,Visa,135,3273.43,Password,0.9696,0,1
TXN_45325,USER_1587,42.95,Online,2023-04-18 09:58:00,99916.88,Tablet,Houston,Electronics,1,0,9,22.4,2,Visa,58,4334.66,Biometric,0.1821,0,0
TXN_21621,USER_6006,115.97,POS,2023-02-22 18:34:00,88599.09,Tablet,Osaka,Electronics,0,0,4,156.88,3,Visa,237,717.02,Password,0.4882,0,0
TXN_32995,USER_2533,19.74,POS,2023-11-30 11:27:00,72791.64,Tablet,Sydney,Groceries,0,0,12,409.22,3,Visa,101,4905.21,OTP,0.2227,1,0
TXN_11932,USER_8327,109.45,ATM Withdrawal,2023-02-21 22:11:00,39298.08,Tablet,Los Angeles,Groceries,0,0,5,224.6,0,Discover,177,1330.91,OTP,0.0424,0,0
TXN_30429,USER_6989,117.51,POS,2023-05-22 23:32:00,48059.11,Tablet,Yokohama,Travel,0,0,3,492.38,3,Discover,12,2967.91,PIN,0.6413,0,0
TXN_30726,USER_3096,208.4,Bank Transfer,2023-06-30 21:56:00,87147.99,Tablet,Manchester,Electronics,0,0,7,13.73,3,Visa,95,1510.09,OTP,0.7389,1,0
TXN_30949,USER_9560,143.23,Bank Transfer,2023-06-29 03:53:00,12255.35,Laptop,London,Groceries,0,0,1,36.69,4,Discover,143,228.73,OTP,0.7646,0,1
TXN_18027,USER_1763,26.11,Bank Transfer,2023-07-16 01:26:00,26877.71,Tablet,New York,Electronics,0,0,13,384.84,2,Amex,1,1991.1,Biometric,0.1703,0,0
TXN_43510,USER_7883,259.47,ATM Withdrawal,2023-05-28 12:56:00,37300.8,Laptop,Leeds,Clothing,0,1,12,80.96,3,Amex,231,4313.29,OTP,0.029,0,0
TXN_19261,USER_3741,6.28,ATM Withdrawal,2023-07-20 00:17:00,68619.13,Laptop,Mumbai,Restaurants,0,0,7,221.8,3,Discover,161,2184.1,Biometric,0.2626,0,0
TXN_1179,USER_8686,163.68,ATM Withdrawal,2023-03-22 15:24:00,65180.38,Laptop,Chicago,Travel,0,1,9,249.01,1,Amex,71,4381.27,Password,0.908,0,1
TXN_5311,USER_5943,42.61,Online,2023-01-08 14:46:00,82550.69,Tablet,Mumbai,Clothing,0,0,8,190.15,0,Amex,229,4899.0,PIN,0.223,0,0
TXN_24406,USER_1051,113.29,Online,2023-12-10 14:37:00,94748.97,Laptop,Chicago,Groceries,0,0,12,28.31,0,Discover,75,3726.46,Password,0.9508,0,1
TXN_32466,USER_9792,179.16,Online,2023-04-08 14:09:00,18595.81,Tablet,San Francisco,Travel,0,0,4,374.76,0,Mastercard,36,238.06,Biometric,0.806,0,0
TXN_43806,USER_8138,27.05,Online,2023-02-14 18:37:00,31650.94,Laptop,Houston,Travel,0,0,10,469.69,3,Amex,136,948.72,Biometric,0.3815,0,0
TXN_3928,USER_5143,32.32,POS,2023-12-25 22:20:00,35239.44,Tablet,Liverpool,Groceries,0,0,12,260.55,1,Amex,93,2716.25,OTP,0.69,0,0
TXN_8949,USER_8032,33.61,Online,2023-12-25 05:55:00,30111.55,Mobile,Mumbai,Clothing,0,1,9,188.86,0,Visa,53,4423.57,Biometric,0.3845,0,0
TXN_21412,USER_1024,150.83,ATM Withdrawal,2023-09-16 00:01:00,1150.08,Tablet,Sapporo,Electronics,0,0,10,142.88,3,Amex,164,3728.47,Password,0.7369,0,0
TXN_40057,USER_5066,94.77,POS,2023-02-03 10:00:00,72185.45,Laptop,New York,Clothing,0,0,6,463.2,4,Discover,75,3054.77,Password,0.5144,0,1
TXN_29987,USER_7078,20.19,Bank Transfer,2023-05-20 10:59:00,32765.58,Mobile,Yokohama,Groceries,0,0,2,438.15,0,Discover,206,2745.87,Password,0.006,1,0
TXN_20083,USER_8774,22.43,ATM Withdrawal,2023-05-04 04:52:00,31058.87,Mobile,Kyoto,Travel,0,1,2,98.96,3,Amex,179,3354.65,OTP,0.2927,1,0
TXN_11764,USER_4097,10.54,Online,2023-04-20 10:45:00,22308.23,Laptop,Adelaide,Groceries,0,0,13,237.22,3,Discover,222,1943.37,Biometric,0.6606,0,0
TXN_7343,USER_2308,197.08,Online,2023-07-31 00:18:00,99886.28,Laptop,Mumbai,Groceries,0,0,8,117.99,4,Discover,142,3585.81,Biometric,0.4569,1,1
TXN_16836,USER_7185,143.05,POS,2023-01-27 16:51:00,68643.51,Tablet,London,Electronics,0,1,2,91.08,0,Visa,8,1224.94,PIN,0.0145,0,0
TXN_19022,USER_3946,26.64,Bank Transfer,2023-08-27 20:49:00,6970.84,Tablet,Houston,Travel,0,0,9,431.05,3,Amex,127,1577.02,PIN,0.0495,0,0
TXN_5276,USER_7957,12.38,POS,2023-05-22 02:14:00,69039.75,Mobile,Bangalore,Electronics,0,0,9,397.0,1,Discover,23,4429.96,Password,0.4228,0,0
TXN_8356,USER_4983,391.92,Bank Transfer,2023-12-26 12:30:00,42095.8,Laptop,Liverpool,Restaurants,0,0,5,267.84,3,Discover,16,3726.6,OTP,0.8279,1,0
TXN_4188,USER_5524,7.64,ATM Withdrawal,2023-11-12 06:18:00,95269.36,Tablet,Chennai,Restaurants,0,0,7,70.03,0,Mastercard,143,1539.56,OTP,0.9965,0,1
TXN_5429,USER_9052,43.87,ATM Withdrawal,2023-04-04 19:01:00,2257.64,Laptop,London,Travel,0,1,1,185.63,2,Discover,196,1097.65,OTP,0.2792,0,0
TXN_25661,USER_3944,78.66,POS,2023-01-16 19:25:00,44090.34,Tablet,Sydney,Clothing,0,0,4,167.19,1,Mastercard,37,4404.06,OTP,0.8379,1,0
TXN_26150,USER_1194,8.96,POS,2023-02-11 23:18:00,52693.63,Laptop,Brisbane,Travel,0,0,5,16.99,2,Mastercard,205,4594.55,PIN,0.9474,0,1
TXN_17506,USER_7793,84.6,ATM Withdrawal,2023-02-01 14:49:00,35330.35,Mobile,Sydney,Travel,0,0,8,157.9,2,Discover,226,1335.8,OTP,0.6406,0,0
TXN_17586,USER_2379,177.07,POS,2023-09-08 13:03:00,37069.18,Tablet,Delhi,Groceries,0,0,10,359.77,4,Visa,141,3349.52,OTP,0.3599,1,1
TXN_48943,USER_8686,65.71,Online,2023-07-28 08:49:00,45690.62,Tablet,Leeds,Electronics,0,0,3,174.7,4,Amex,12,2927.37,Biometric,0.3121,0,1
TXN_46788,USER_4176,138.29,Online,2023-02-23 05:19:00,93930.65,Laptop,Yokohama,Electronics,0,1,12,82.41,0,Discover,84,355.94,Biometric,0.123,0,0
TXN_7854,USER_6202,18.9,POS,2023-09-26 22:30:00,81466.43,Tablet,Houston,Restaurants,0,1,2,402.05,1,Amex,214,1412.72,Biometric,0.6798,1,0
TXN_28388,USER_3709,145.27,POS,2023-08-09 01:25:00,46383.54,Laptop,Brisbane,Electronics,0,0,12,490.73,2,Discover,191,4845.75,PIN,0.929,0,1
TXN_44010,USER_3936,94.97,ATM Withdrawal,2023-08-19 02:09:00,59032.92,Laptop,Tokyo,Restaurants,0,0,13,320.48,4,Visa,207,4211.16,OTP,0.7297,0,1
TXN_525,USER_6301,16.07,Online,2023-02-10 02:13:00,4753.49,Laptop,Perth,Travel,0,0,2,305.03,4,Visa,103,4904.08,PIN,0.075,0,1
TXN_24162,USER_4874,26.12,Bank Transfer,2023-11-30 00:04:00,25603.65,Mobile,Mumbai,Groceries,0,0,6,465.71,0,Discover,11,2072.98,Biometric,0.0079,0,0
TXN_34583,USER_6530,70.07,ATM Withdrawal,2023-05-13 02:04:00,53386.74,Laptop,New York,Travel,0,1,10,171.76,2,Amex,229,4613.13,Biometric,0.3715,1,0
TXN_39610,USER_2972,97.58,ATM Withdrawal,2023-11-04 09:56:00,49852.79,Mobile,Mumbai,Electronics,0,0,11,260.11,4,Discover,80,2424.62,PIN,0.7151,0,1
TXN_34129,USER_4029,132.16,Bank Transfer,2023-10-20 23:57:00,92795.53,Laptop,Liverpool,Groceries,0,1,9,180.75,2,Visa,204,684.31,Password,0.361,0,0
